UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
3850,1990,Female,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,,No,Yes,No,No,Yes,Yes,Public,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Art,Study first,No,No,Yes,No,Giving,Yes,No,Pragmatist,No,Yes,Hot headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,No,Me,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
3851,1992,Female,,Single (no kids),Current Undergraduate,Independent,,,,,,,,,,,No,Yes,Yes,Yes,Science,Study first,No,No,No,Yes,Giving,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Mysterious,No,No,Tunes,People,No,No,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,,,,Yes,Yes,Grrr people,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,,,Pessimist,Dad,No,No,,No,Check!,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,67
3852,1995,Female,"under $25,000",Single (no kids),High School Diploma,Other,,,No,,No,Yes,Public,,Yes,,Yes,No,,Yes,Art,Try first,No,,,No,,No,,Pragmatist,No,Yes,,,No,,,,No,,P.M.,,,,,,,,,,,,,,,,,No,No,,Yes,Demanding,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Optimist,Mom,No,,Yes,Yes,Nope,Yes,No,No,,,,,,,,33
3853,1945,Male,"$100,001 - $150,000",Married (no kids),,Democrat,No,No,No,No,Yes,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,Yes,Yes,,,,No,No,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Right,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
3854,1966,Male,"$50,000 - $74,999",Married (w/kids),Doctoral Degree,Independent,No,No,No,Yes,No,Yes,Private,,Yes,No,No,No,Yes,Yes,Art,Try first,Yes,,No,Yes,Giving,Yes,No,Idealist,Yes,No,Cool headed,Odd hours,No,,,Yes,Yes,No,A.M.,Yes,Start,No,Yes,Me,No,No,Yes,Yes,No,Mysterious,No,Yes,,People,Yes,No,No,No,Yes,Supportive,No,Mac,Yes,Risk-friendly,,Umm...,No,,Yes,In-person,No,No,Yes,Yes,,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Own,Optimist,Dad,Yes,No,No,,Nope,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,91
3855,1996,Male,"under $25,000",Single (no kids),Current K-12,Republican,,,,,,,,,,,,,,,,,,,,,,,,Idealist,Yes,Yes,,,,,,,,,,No,Start,Yes,Yes,,Yes,,,Yes,,Mysterious,,,,,No,Yes,,No,No,Supportive,Yes,Mac,,,,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Own,Optimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,57
3856,1981,Male,"under $25,000",Single (no kids),High School Diploma,Republican,No,Yes,Yes,No,Yes,No,Public,,No,No,No,Yes,No,Yes,Science,Study first,No,No,No,No,Giving,Yes,No,Pragmatist,No,No,Cool headed,Odd hours,No,Right,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Me,Yes,No,Yes,Yes,No,Mysterious,No,Yes,Tunes,,Yes,Yes,,No,Yes,Supportive,No,Mac,No,,No,Yes!,No,Socialize,No,,,Yes,Yes,Yes,Yay people!,No,No,No,No,,,No,No,No,Yes,No,Yes,Rent,,Dad,No,No,Yes,No,,No,No,No,Yes,Yes,No,Yes,,Yes,No,90
3857,1964,Female,,Single (w/kids),,,,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Study first,No,No,No,Yes,Giving,No,No,Idealist,Yes,Yes,Hot headed,Odd hours,No,Right,No,Yes,No,Yes,P.M.,Yes,,Yes,No,Me,No,No,No,Yes,No,TMI,No,No,Tunes,People,No,No,No,Yes,No,Demanding,No,Mac,Yes,Cautious,,Yes!,Yes,Space,No,,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Rent,,Dad,No,Yes,Yes,No,Nope,Yes,No,No,Yes,No,No,Yes,No,No,No,96
3858,1973,Male,"under $25,000",Married (w/kids),Bachelor's Degree,Libertarian,,Yes,No,No,,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,,,,,No,Receiving,No,No,,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,,Yes,,No,Yes,Me,No,Yes,Yes,No,No,,,,Talk,People,No,No,Yes,,,Supportive,No,Mac,Yes,Cautious,No,Yes!,,Space,No,,,No,Yes,Yes,Yay people!,Yes,No,No,,Yes,No,No,Yes,No,Yes,Yes,No,Own,Optimist,,No,Yes,No,,Nope,No,No,No,Yes,,,,,,,75
3859,1945,Female,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,,No,No,No,Yes,Yes,Public,No,No,No,No,No,No,Yes,Art,Try first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Circumstances,No,Yes,Yes,Yes,Yes,Mysterious,No,No,Tunes,People,No,Yes,No,Yes,No,Supportive,Yes,PC,Yes,Cautious,Yes,Yes!,No,Space,Yes,In-person,No,Yes,No,Yes,Yay people!,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Own,Optimist,Mom,No,Yes,Yes,No,Check!,Yes,No,No,No,No,Yes,Yes,Yes,No,No,100
3860,1952,Male,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Democrat,No,No,No,Yes,No,,Public,No,Yes,No,No,Yes,,Yes,,Study first,,,Yes,No,,Yes,No,,,No,Cool headed,Odd hours,Yes,Happy,,Yes,No,Yes,,Yes,,,No,Circumstances,,,No,No,No,Mysterious,No,Yes,,People,Yes,,Yes,,Yes,Demanding,No,,Yes,,Yes,,No,Space,No,Online,,,Yes,,Grrr people,,,,,Yes,Yes,Yes,Yes,,,Yes,,Own,,Dad,,Yes,Yes,,,,No,,Yes,,Yes,Yes,,Yes,No,63
3861,1988,Male,"under $25,000",Single (no kids),Bachelor's Degree,Other,,No,No,No,No,Yes,Private,No,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,No,Start,Yes,No,,No,No,Yes,No,No,TMI,No,No,Talk,People,No,,,,,,,,,,,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,,,,,No,No,No,Yes,No,No,Yes,Yes,Own,Pessimist,Dad,Yes,No,Yes,Yes,Check!,No,No,No,Yes,No,Yes,Yes,Yes,No,,58
3862,1982,Male,,Single (no kids),Master's Degree,Independent,No,No,,,No,No,Public,No,Yes,Yes,Yes,Yes,Yes,Yes,Science,,,,Yes,,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,A.M.,No,Start,Yes,No,Me,,,,,,,,,,,,Yes,Yes,No,Yes,Supportive,,,Yes,,No,,,,,In-person,Yes,No,Yes,Yes,Grrr people,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Own,Optimist,Mom,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,,,,Yes,74
3863,1996,Female,"$50,000 - $74,999",Single (no kids),Current K-12,Independent,No,Yes,No,No,No,No,Public,No,No,Yes,No,Yes,Yes,Yes,Science,Try first,Yes,Yes,No,Yes,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,No,No,No,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,Yes,PC,Yes,Cautious,Yes,Yes!,No,Space,Yes,In-person,No,No,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Own,Optimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,101
3864,1971,Male,"over $150,000",Married (w/kids),High School Diploma,Republican,No,No,No,Yes,Yes,Yes,Private,No,Yes,No,No,No,No,Yes,Science,Try first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,End,No,No,Me,No,Yes,Yes,Yes,No,Mysterious,No,Yes,Talk,People,Yes,No,No,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Nope,No,No,No,Yes,Yes,No,Yes,No,Yes,No,101
3865,1994,Female,"under $25,000",Single (no kids),Current Undergraduate,Democrat,,Yes,Yes,Yes,No,No,Public,No,Yes,Yes,No,Yes,No,Yes,Science,Study first,No,Yes,No,No,Receiving,Yes,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,No,Yes,A.M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
3866,1941,Male,"$75,000 - $100,000",Single (w/kids),Master's Degree,Independent,No,Yes,No,No,No,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Science,,Yes,,No,Yes,Receiving,Yes,No,Pragmatist,No,Yes,Cool headed,,No,Right,No,Yes,No,No,P.M.,Yes,,No,,,No,Yes,Yes,Yes,,,No,No,Talk,Technology,No,Yes,Yes,No,No,Supportive,No,Mac,Yes,Cautious,No,Umm...,No,Space,No,Online,Yes,Yes,Yes,Yes,,Yes,No,No,Yes,,No,Yes,No,No,Yes,No,No,Own,Pessimist,Dad,Yes,Yes,No,No,Nope,Yes,Yes,No,,,,,,,,84
3867,1981,Female,"$75,000 - $100,000",Married (w/kids),Master's Degree,Republican,No,No,No,Yes,No,No,Public,No,Yes,No,No,No,Yes,Yes,Science,Study first,No,Yes,No,No,Giving,Yes,Yes,Pragmatist,No,No,Hot headed,Standard hours,Yes,Happy,No,Yes,Yes,Yes,P.M.,No,Start,Yes,No,Me,No,No,Yes,Yes,No,Mysterious,Yes,No,Tunes,Technology,,Yes,Yes,Yes,Yes,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Space,Yes,Online,No,Yes,Yes,No,Grrr people,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Own,Optimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,,Yes,99
3868,1984,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,Independent,Yes,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,Yes,No,No,No,,No,No,Idealist,No,Yes,Hot headed,Odd hours,No,Right,Yes,Yes,Yes,No,P.M.,No,Start,No,No,Circumstances,No,Yes,Yes,Yes,No,Mysterious,No,No,Talk,Technology,No,Yes,Yes,No,No,,Yes,Mac,Yes,Cautious,,Umm...,Yes,Space,Yes,Online,Yes,No,Yes,No,Grrr people,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,,,No,No,Yes,No,No,Yes,96
3869,1991,,,Single (no kids),Bachelor's Degree,,No,No,No,No,No,No,Public,Yes,Yes,No,No,Yes,Yes,,Science,Try first,No,Yes,Yes,Yes,Giving,No,No,Pragmatist,No,,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,Yes,Tunes,Technology,Yes,No,Yes,Yes,Yes,Supportive,Yes,Mac,Yes,Risk-friendly,Yes,Yes!,No,Space,Yes,In-person,Yes,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Rent,Pessimist,Dad,Yes,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,99
3870,1985,Male,"$75,000 - $100,000",Married (w/kids),High School Diploma,Republican,,,,,No,No,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,,Yes,Yes,Receiving,No,,,,,Hot headed,Odd hours,No,Right,No,Yes,Yes,Yes,P.M.,No,End,Yes,Yes,Me,No,Yes,No,Yes,No,Mysterious,No,No,,,Yes,No,Yes,Yes,No,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,No,In-person,,Yes,No,,,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Own,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,87
3871,1990,Female,"$25,001 - $50,000",Domestic Partners (no kids),Current Undergraduate,Democrat,No,No,Yes,Yes,No,Yes,Public,Yes,Yes,No,No,Yes,Yes,Yes,Science,Try first,Yes,No,Yes,Yes,Giving,No,Yes,Idealist,Yes,Yes,Hot headed,Odd hours,No,Right,No,Yes,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,TMI,No,Yes,Tunes,People,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Risk-friendly,Yes,Yes!,No,Space,Yes,Online,No,No,Yes,No,Grrr people,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Rent,Pessimist,Mom,Yes,No,Yes,Yes,Nope,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,101
3872,1987,Female,"$50,000 - $74,999",Single (no kids),Master's Degree,Libertarian,,Yes,No,Yes,No,No,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,,Yes,No,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,No,Yes,No,No,A.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,Yes,Demanding,No,PC,No,Cautious,No,Yes!,No,Socialize,Yes,Online,No,No,Yes,Yes,Yay people!,No,Yes,No,,Yes,No,Yes,No,No,No,Yes,Yes,Rent,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,98
3873,1959,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Republican,Yes,Yes,No,Yes,Yes,Yes,Public,No,No,No,Yes,No,No,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,No,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,Yes,No,Mysterious,Yes,Yes,Talk,Technology,Yes,No,No,No,No,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Own,Optimist,Dad,Yes,Yes,No,Yes,Check!,No,No,No,No,No,Yes,Yes,No,Yes,Yes,101
3874,1973,Female,,Single (w/kids),Associate's Degree,,,,,,Yes,Yes,Public,No,Yes,No,Yes,Yes,No,No,Art,Try first,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,People,,,No,,Yes,,,PC,No,Cautious,Yes,Yes!,Yes,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,,Yes,,,,,,,,Optimist,Mom,,Yes,Yes,,,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,48
3875,1951,Male,"$75,000 - $100,000",Single (no kids),,Democrat,,,,,,,,No,Yes,No,No,Yes,Yes,Yes,,Study first,Yes,,,No,,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,,No,Start,Yes,No,,No,Yes,No,Yes,Yes,,No,Yes,Talk,,Yes,No,Yes,,No,Demanding,No,Mac,Yes,Risk-friendly,Yes,,Yes,Space,Yes,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Own,Optimist,Mom,Yes,No,No,Yes,Nope,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,83
3876,NA,,,,,,,No,No,No,No,No,Public,Yes,Yes,No,No,No,No,No,Science,Try first,Yes,Yes,No,No,Giving,Yes,No,Idealist,No,Yes,Hot headed,Odd hours,No,Happy,No,No,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,No,No,Yes,TMI,,,Tunes,People,No,Yes,Yes,Yes,No,Supportive,No,Mac,,Risk-friendly,,Yes!,No,Space,Yes,Online,No,No,Yes,No,Grrr people,No,No,No,No,Yes,No,No,No,Yes,,,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,94
3877,1987,Male,"$75,000 - $100,000",Domestic Partners (no kids),High School Diploma,Independent,Yes,No,No,Yes,Yes,No,Private,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,No,Yes,No,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,No,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Own,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,101
3878,1985,Female,"under $25,000",Single (no kids),Current Undergraduate,Republican,Yes,Yes,Yes,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Try first,No,No,No,No,Giving,No,,,,,,,,,,Yes,,No,,No,End,No,Yes,Circumstances,,,Yes,,No,TMI,Yes,Yes,,,,Yes,No,No,No,Demanding,No,,Yes,Risk-friendly,No,Yes!,No,Space,No,Online,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Rent,Pessimist,,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,82
3879,2000,Female,,Single (no kids),Current K-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,,,Supportive,No,Mac,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,,,Mom,No,No,Yes,Yes,,Yes,,,,,,Yes,No,No,No,21
3880,1990,Male,"$50,000 - $74,999",Married (no kids),Current Undergraduate,Republican,,No,No,Yes,No,No,Public,No,Yes,No,No,Yes,No,Yes,Science,Try first,Yes,Yes,No,No,Giving,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunes,People,No,Yes,Yes,No,No,Supportive,No,Mac,No,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Rent,Pessimist,Mom,Yes,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,74
3881,1954,Female,"over $150,000",Married (w/kids),Master's Degree,Independent,,Yes,No,No,Yes,No,Public,No,Yes,No,No,Yes,Yes,Yes,Art,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,No,Start,Yes,Yes,Me,,,Yes,,No,TMI,No,Yes,Tunes,Technology,No,Yes,No,No,Yes,Demanding,No,PC,No,Risk-friendly,Yes,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Grrr people,Yes,,,Yes,Yes,No,No,No,No,Yes,No,Yes,Own,Optimist,,Yes,No,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,94
3882,1981,Male,"$50,000 - $74,999",Single (no kids),,Republican,,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,No,Yes,No,No,Giving,No,Yes,Idealist,Yes,Yes,,,Yes,Happy,Yes,No,Yes,Yes,P.M.,Yes,Start,No,No,Me,Yes,Yes,Yes,Yes,No,Mysterious,Yes,No,Tunes,Technology,No,No,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,Yes,In-person,No,Yes,No,No,Grrr people,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,98
3883,1948,Female,,Married (no kids),Doctoral Degree,Democrat,,,,,,,,,,,,,No,,,Study first,Yes,Yes,Yes,Yes,Giving,Yes,,,,,,,,,,,,,A.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,Yes,No,TMI,No,Yes,Tunes,People,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
3884,1981,Female,"$75,000 - $100,000",Married (w/kids),High School Diploma,Republican,No,No,No,No,No,No,Public,Yes,No,No,Yes,No,No,Yes,Science,Study first,Yes,No,No,No,Receiving,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
3885,1971,Male,"over $150,000",Married (no kids),Bachelor's Degree,Libertarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Mysterious,No,,,,,No,Yes,Yes,Yes,Demanding,No,Mac,,,,,,,,,,No,Yes,No,,,,,,No,No,No,Yes,,,,,,Optimist,Dad,No,Yes,No,No,Check!,Yes,No,Yes,Yes,Yes,,,,,Yes,30
3886,1986,Female,"$75,000 - $100,000",Married (no kids),Master's Degree,Independent,,No,No,Yes,No,No,Public,Yes,Yes,No,No,No,No,Yes,Science,Study first,No,No,Yes,Yes,Receiving,No,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,,Yes,,,,,No,No,No,Yes,,,No,,Talk,Technology,Yes,No,Yes,No,Yes,Demanding,No,Mac,No,,,,No,,Yes,,,Yes,,,,,,,Yes,,,,,No,Yes,Yes,Yes,Rent,Optimist,Mom,No,,,,Check!,Yes,No,No,Yes,Yes,No,Yes,No,,No,72
3887,1991,Female,"under $25,000",Single (no kids),Current Undergraduate,Other,No,No,No,No,Yes,No,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Hot headed,Odd hours,No,Happy,No,No,No,Yes,A.M.,Yes,Start,Yes,No,Circumstances,No,No,No,No,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Cautious,No,Umm...,No,Space,Yes,Online,No,No,Yes,No,Grrr people,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Rent,Pessimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,101
3888,1967,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Mac,Yes,Cautious,No,Umm...,No,Space,No,,,,,,,,,,,,,,,,,,,,Pessimist,Dad,No,Yes,Yes,No,Check!,No,No,No,Yes,No,,,,,,21
3889,1982,Male,"over $150,000",Married (no kids),High School Diploma,Democrat,,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,No,Science,Study first,No,No,Yes,No,Giving,No,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Me,No,No,Yes,Yes,Yes,TMI,Yes,No,Talk,People,No,Yes,No,No,No,Demanding,No,Mac,No,Risk-friendly,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Own,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,100
3890,1964,Male,"$100,001 - $150,000",Married (no kids),,Democrat,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,No,No,Yes,Art,Study first,Yes,Yes,No,No,Giving,Yes,No,Idealist,Yes,No,Hot headed,Odd hours,Yes,Happy,No,Yes,Yes,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,,No,Yes,Yes,TMI,No,Yes,Talk,Technology,Yes,No,Yes,No,Yes,Demanding,Yes,PC,Yes,Cautious,No,Umm...,No,Socialize,No,Online,Yes,Yes,No,Yes,Yay people!,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Own,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Only-child,No,Yes,No,100
3891,1997,Female,,,Current K-12,Independent,No,,,,,Yes,Public,Yes,No,No,,Yes,Yes,Yes,Art,,No,,No,No,Giving,No,Yes,,,Yes,Cool headed,Standard hours,No,Happy,Yes,No,No,No,,Yes,Start,Yes,No,,,Yes,Yes,No,,,,,,,Yes,Yes,,No,No,Supportive,No,,Yes,Cautious,No,Yes!,No,Socialize,Yes,In-person,,No,Yes,No,Grrr people,,No,Yes,No,,Yes,,Yes,No,,Yes,No,,Optimist,Mom,No,Yes,Yes,Yes,,,,,,,No,Yes,,Yes,,67
3892,1991,Female,"$50,000 - $74,999",Domestic Partners (w/kids),Associate's Degree,Libertarian,Yes,,No,Yes,,,Private,,,,,,,,Art,Study first,,,No,,,No,,,,,,,,Happy,Yes,Yes,Yes,,A.M.,Yes,End,Yes,,Me,Yes,Yes,Yes,Yes,No,Mysterious,No,No,,,,,,,No,Supportive,No,Mac,,,,Yes!,No,Socialize,No,Online,No,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,37
